"cityName","currency"
"Ovalle","Chilean peso"
"Padre Las Casas, Chile","Chilean peso"
"Paillaco","Chilean peso"
"Paine, Chile","Chilean peso"
"Palmilla","Chilean peso"
"Panguipulli","Chilean peso"
"Pedro Aguirre Cerda, Chile","Chilean peso"
"Peumo","Chilean peso"
"Peñaflor, Chile","Chilean peso"
"Peñalolén","Chilean peso"
"Pirque","Chilean peso"
"Pozo Almonte","Chilean peso"
"Providencia, Chile","Chilean peso"
"Pucón","Chilean peso"
"Puente Alto","Chilean peso"
"Puerto Varas","Chilean peso"
"Purranque","Chilean peso"
"Purén","Chilean peso"
"Putaendo","Chilean peso"
"Quellón","Chilean peso"
"Quilicura","Chilean peso"
"Quillota","Chilean peso"
"Quillón","Chilean peso"
"Quilpué","Chilean peso"
"Quinta Normal","Chilean peso"
"Quintero","Chilean peso"
"Quirihue","Chilean peso"
"Recoleta, Chile","Chilean peso"
"Renaico","Chilean peso"
"Renca","Chilean peso"
"Rengo","Chilean peso"
"Requínoa","Chilean peso"
"Rinconada","Chilean peso"
"Río Bueno, Chile","Chilean peso"
"Río Negro, Chile","Chilean peso"
"San Antonio, Chile","Chilean peso"
"San Carlos, Chile","Chilean peso"
"San Clemente, Chile","Chilean peso"
"Valdivia","Chilean peso"
"La Tirana","Chilean peso"
"Nueva Imperial","Chilean peso"
"Salamanca, Chile","Chilean peso"
"Penco","Chilean peso"
"Santa Juana","Chilean peso"
"Tocopilla","Chilean peso"
"Villa Alemana","Chilean peso"
"Taltal","Chilean peso"
"Ñuñoa","Chilean peso"
"Puerto Williams","Chilean peso"
"San Esteban, Chile","Chilean peso"
"San Fernando, Chile","Chilean peso"
"San Javier, Chile","Chilean peso"
"San Joaquín","Chilean peso"
"San José de Maipo","Chilean peso"
"San Miguel, Chile","Chilean peso"
"San Ramón, Chile","Chilean peso"
"San Vicente de Tagua Tagua","Chilean peso"
"Santa Bárbara, Chile","Chilean peso"
"Santa Cruz, Chile","Chilean peso"
"Santa María, Chile","Chilean peso"
"Santiago (commune)","Chilean peso"
"Talagante","Chilean peso"
"Tiltil","Chilean peso"
"Traiguén","Chilean peso"
"Treguaco","Chilean peso"
"Victoria, Chile","Chilean peso"
"Villa Alegre, Chile","Chilean peso"
"Villarrica, Chile","Chilean peso"
"Vitacura","Chilean peso"
"Yumbel","Chilean peso"
"Puerto Natales","Chilean peso"
"Achao","Chilean peso"
"Arauca, Arauca","Colombian peso"
"Piedecuesta","Colombian peso"
"Coveñas","Colombian peso"
"Chía, Cundinamarca","Colombian peso"
"Buenaventura, Valle del Cauca","Colombian peso"
"Rionegro","Colombian peso"
"Apartadó","Colombian peso"
"Barranquilla","Colombian peso"
"Bogotá","Colombian peso"
"Turbo, Colombia","Colombian peso"
"Duitama","Colombian peso"
"Tumaco","Colombian peso"
"Inírida, Guainía","Colombian peso"
"Buga, Valle del Cauca","Colombian peso"
"Socorro, Santander","Colombian peso"
"Medellín","Colombian peso"
"Jamundí","Colombian peso"
"Pereira, Colombia","Colombian peso"
"Cartago, Valle del Cauca","Colombian peso"
"Ocaña, Norte de Santander","Colombian peso"
"La Unión, Valle del Cauca","Colombian peso"
"San Jacinto, Bolívar","Colombian peso"
"Integrated urban water management in Medellín","Colombian peso"
"Barrancabermeja","Colombian peso"
"Caucasia, Antioquia","Colombian peso"
"Chimichagua","Colombian peso"
"Cúcuta","Colombian peso"
"Valledupar","Colombian peso"
"Bello, Antioquia","Colombian peso"
"Uribia, La Guajira","Colombian peso"
"Cali","Colombian peso"
"Palmira, Valle del Cauca","Colombian peso"
"Tuluá","Colombian peso"
"Malambo, Atlántico","Colombian peso"
"Ibagué","Colombian peso"
"Santander de Quilichao","Colombian peso"
"Villa del Rosario, Norte de Santander","Colombian peso"
"Puerto Asís","Colombian peso"
"Maicao","Colombian peso"
"Urban water management in Bogotá","Colombian peso"
"Istmina","Colombian peso"
"Zipaquirá","Colombian peso"
"Fusagasugá","Colombian peso"
"Villavicencio","Colombian peso"
"Pasto, Colombia","Colombian peso"
"Envigado","Colombian peso"
"Facatativá","Colombian peso"
"Santa Rosa de Osos","Colombian peso"
"Magangué","Colombian peso"
"Itagüí","Colombian peso"
"Aguachica","Colombian peso"
"Moroni, Comoros","Comorian franc"
"San José, Costa Rica","Costa Rican colón"
"Desamparados","Costa Rican colón"
"Zarcero","Costa Rican colón"
"Bribri, Costa Rica","Costa Rican colón"
"Cartago, Costa Rica","Costa Rican colón"
"El Roble District","Costa Rican colón"
"Heredia, Costa Rica","Costa Rican colón"
"Puntarenas","Costa Rican colón"
"Alajuela","Costa Rican colón"
"Limón","Costa Rican colón"
"Santa Ana, Costa Rica","Costa Rican colón"
"San Juan District, Tibás","Costa Rican colón"
"Santiago District, Puriscal","Costa Rican colón"
"Mutsamudu","Comorian franc"
"Buenos Aires, Costa Rica","Costa Rican colón"
"Fomboni","Comorian franc"
"Tocaima","Colombian peso"
"Mosquera, Cundinamarca","Colombian peso"
"Chomutov","Czech koruna"
"Morón, Cuba","Cuban peso"
"Havana","Cuban peso"
"Cárdenas, Cuba","Cuban peso"
"Sibanicú","Cuban peso"
"Amancio, Cuba","Cuban peso"
"Guisa","Cuban peso"
"Caimanera","Cuban peso"
"Calimete","Cuban peso"
"Colón, Cuba","Cuban peso"
"Cruces, Cuba","Cuban peso"
"Guantánamo","Cuban peso"
"Holguín","Cuban peso"
"Lajas, Cuba","Cuban peso"
"Palmira, Cuba","Cuban peso"
"Perico, Cuba","Cuban peso"
"Puerto Padre","Cuban peso"
"Rodas","Cuban peso"
"Sagua La Grande","Cuban peso"
"San Luis, Pinar del Río","Cuban peso"
"Santa Clara, Cuba","Cuban peso"
"Santiago de Cuba","Cuban peso"
"Matanzas","Cuban peso"
"Esmeralda, Cuba","Cuban peso"
"Florida, Cuba","Cuban peso"
"Guáimaro","Cuban peso"
"Minas, Cuba","Cuban peso"
"Najasa","Cuban peso"
"Nuevitas","Cuban peso"
"Santa Cruz del Sur","Cuban peso"
"Vertientes","Cuban peso"
"Banes, Cuba","Cuban peso"
"Birán","Cuban peso"
"Artemisa","Cuban peso"
"Bauta, Cuba","Cuban peso"
"Ciego de Ávila","Cuban peso"
"Guanajay","Cuban peso"
"Güines","Cuban peso"
"Jaruco","Cuban peso"
"Mariel, Cuba","Cuban peso"
"Melena del Sur","Cuban peso"
"Quivicán","Cuban peso"
"Río Cauto, Cuba","Cuban peso"
"San Antonio de los Baños","Cuban peso"
"San José de las Lajas","Cuban peso"
"Moa, Cuba","Cuban peso"
"San Antonio del Sur","Cuban peso"
"Palma Soriano","Cuban peso"
"Placetas","Cuban peso"
"Jovellanos","Cuban peso"
"Niceto Pérez","Cuban peso"
"Jagüey Grande","Cuban peso"
"La Sierpe, Cuba","Cuban peso"
"Media Luna, Cuba","Cuban peso"
"Baraguá","Cuban peso"
"Camagüey","Cuban peso"
"Cienfuegos","Cuban peso"
"Pinar del Río","Cuban peso"
"Sancti Spíritus","Cuban peso"
"Báguanos","Cuban peso"
"Cacocum","Cuban peso"
"Calixto García, Cuba","Cuban peso"
"Frank País, Cuba","Cuban peso"
"Gibara","Cuban peso"
"Rafael Freyre","Cuban peso"
"Sagua de Tánamo","Cuban peso"
"Urbano Noris","Cuban peso"
"Yara, Cuba","Cuban peso"
"Maisí","Cuban peso"
"Manatí, Cuba","Cuban peso"
"Bahía Honda, Cuba","Cuban peso"
"Caibarién","Cuban peso"
"Caimito, Cuba","Cuban peso"
"San Cristóbal, Cuba","Cuban peso"
"Jimaguayú","Cuban peso"
"Mayarí","Cuban peso"
"Ciro Redondo","Cuban peso"
"El Salvador, Cuba","Cuban peso"
"Yateras","Cuban peso"
"Aguada de Pasajeros","Cuban peso"
"Pilón, Cuba","Cuban peso"
"Bayamo","Cuban peso"
"Manzanillo, Cuba","Cuban peso"
"Varadero","Cuban peso"
"Nueva Gerona","Cuban peso"
"Jiguaní","Cuban peso"
"Manuel Tames","Cuban peso"
"Chambas","Cuban peso"
"Cauto Cristo","Cuban peso"
"Jesús Menéndez","Cuban peso"
"Majibacoa","Cuban peso"
"Alquízar","Cuban peso"
"Candelaria, Cuba","Cuban peso"
"Carlos Manuel de Céspedes, Cuba","Cuban peso"
"Güira de Melena","Cuban peso"
"Imías","Cuban peso"
"Florencia, Cuba","Cuban peso"
"Colombia, Cuba","Cuban peso"
"Abreus, Cuba","Cuban peso"
"Buey Arriba","Cuban peso"
"Brno-Žebětín","Czech koruna"
"Řevnice","Czech koruna"
"Prague","Czech koruna"
"Kladno","Czech koruna"
"Prostějov","Czech koruna"
"Přerov","Czech koruna"
"Brno-Maloměřice and Obřany","Czech koruna"
"Brno-Bohunice","Czech koruna"
"Brno-střed","Czech koruna"
"Brno-Bystrc","Czech koruna"
"Brno-sever","Czech koruna"
"Brno-Židenice","Czech koruna"
"Jablonec nad Nisou","Czech koruna"
"Ostrava","Czech koruna"
"Plzeň","Czech koruna"
"Ústí nad Labem","Czech koruna"
"Jihlava","Czech koruna"
"Karviná","Czech koruna"
"Louny","Czech koruna"
"Pardubice","Czech koruna"
"Vítkovice (Ostrava)","Czech koruna"
"Karlovy Vary","Czech koruna"
"Most (city)","Czech koruna"
"Brno","Czech koruna"
"Hořice","Czech koruna"
"Liberec","Czech koruna"
"Adamov (Blansko District)","Czech koruna"
"Vesec","Czech koruna"
"Brno-Nový Lískovec","Czech koruna"
"Brno-Starý Lískovec","Czech koruna"
"Hradec Králové","Czech koruna"
"Olomouc","Czech koruna"
"Opava","Czech koruna"
"Zlín","Czech koruna"
"Frýdek-Místek","Czech koruna"
"Mladá Boleslav","Czech koruna"
"Teplice","Czech koruna"
"Brno-Bosonohy","Czech koruna"
"Brno-Žabovřesky","Czech koruna"
"Děčín","Czech koruna"
"Brno-Královo Pole","Czech koruna"
"Královo Pole","Czech koruna"
"Havířov","Czech koruna"
"Brno-Vinohrady","Czech koruna"
"Brno-Černovice","Czech koruna"
"Třinec","Czech koruna"
"Poruba (Ostrava)","Czech koruna"
"Slezská Ostrava","Czech koruna"
"Brno-Komín","Czech koruna"
"Sobětuchy (Tuřice)","Czech koruna"
"Brno-Chrlice","Czech koruna"
"Brno-Ivanovice","Czech koruna"
"Brno-Jehnice","Czech koruna"
"Brno-Jundrov","Czech koruna"
"Brno-Kníničky","Czech koruna"
"Brno-Kohoutovice","Czech koruna"
"Brno-Líšeň","Czech koruna"
"Brno-Medlánky","Czech koruna"
"Brno-Ořešín","Czech koruna"
"Brno-jih","Czech koruna"
"Brno-Útěchov","Czech koruna"
"Boma, Democratic Republic of the Congo","Congolese franc"
"Mbuji-Mayi","Congolese franc"
"Basankusu","Congolese franc"
"Kanyabayonga","Congolese franc"
"Luberizi","Congolese franc"
"Basoko","Congolese franc"
"Kalemie","Congolese franc"
"Kinshasa","Congolese franc"
"Butembo","Congolese franc"
"Goma","Congolese franc"
"Mbanza-Ngungu","Congolese franc"
"Bunia","Congolese franc"
"Isiro","Congolese franc"
"Kasindi","Congolese franc"
"Likasi","Congolese franc"
"Kisangani","Congolese franc"
"Lisala","Congolese franc"
"Lubumbashi","Congolese franc"
"Bunagana, Democratic Republic of the Congo","Congolese franc"
"Banana, Democratic Republic of the Congo","Congolese franc"
"Kikwit","Congolese franc"
"Kenge, Kwango","Congolese franc"
"Brno-Slatina","Czech koruna"
"Brno-Tuřany","Czech koruna"
"Brno-Řečkovice a Mokrá Hora","Czech koruna"
"Ouésso","Central African CFA franc"
"Bakoumba","Central African CFA franc"
"Fougamou","Central African CFA franc"
"Minvoul","Central African CFA franc"
"Bata, Equatorial Guinea","Central African CFA franc"
"Brazzaville","Central African CFA franc"
"Ciudad de la Paz","Central African CFA franc"
"Libreville","Central African CFA franc"
"Malabo","Central African CFA franc"
"Mongomo","Central African CFA franc"
"Koulamoutou","Central African CFA franc"
"Mbini","Central African CFA franc"
"Port-Gentil","Central African CFA franc"
"Franceville","Central African CFA franc"
"Bongoville","Central African CFA franc"
"Dolisie","Central African CFA franc"
"Lastoursville","Central African CFA franc"
"Ndindi","Central African CFA franc"
"Añisoc","Central African CFA franc"
"Micomeseng","Central African CFA franc"
"Zongo, Sud-Ubangi (DR Congo)","Congolese franc"
"Bandundu (city)","Congolese franc"
"Buta, Democratic Republic of the Congo","Congolese franc"
"Evinayong","Central African CFA franc"
"Yangambi","Congolese franc"
"Machinda","Central African CFA franc"
"Inongo","Congolese franc"
"Kisantu","Congolese franc"
"Mitzic","Central African CFA franc"
"Mossaka","Central African CFA franc"
"Ncue","Central African CFA franc"
"Nsang","Central African CFA franc"
"Kamituga","Congolese franc"
"Bukavu","Congolese franc"
"Kananga","Congolese franc"
"Mbandaka","Congolese franc"
"Pointe-Noire","Central African CFA franc"
"Tshikapa","Congolese franc"
"Kindu","Congolese franc"
"Matadi","Congolese franc"
"Beni, Democratic Republic of the Congo","Congolese franc"
"Gbadolite","Congolese franc"
"Tenke, Democratic Republic of the Congo","Congolese franc"
"Cogo, Equatorial Guinea","Central African CFA franc"
"Nkayi, Republic of the Congo","Central African CFA franc"
"Impfondo","Central African CFA franc"
"Akok","Central African CFA franc"
"San Antonio de Ureca","Central African CFA franc"
"La cité du Fleuve","Congolese franc"
"Wembo-Nyama","Congolese franc"
"Lumumbaville","Congolese franc"
"Bukama","Congolese franc"
"Mayumba, Gabon","Central African CFA franc"
"Okoyo","Central African CFA franc"
"Uvira","Congolese franc"
"Kamina","Congolese franc"
"Gandajika","Congolese franc"
"Aconibe","Central African CFA franc"
"Niefang","Central African CFA franc"
"Kabinda","Congolese franc"
"Lusambo","Congolese franc"
"Manono, Democratic Republic of the Congo","Congolese franc"
"Boende","Congolese franc"
"Kolwezi","Congolese franc"
"Sipopo","Central African CFA franc"
"Ebibeyin","Central African CFA franc"
"Ilebo","Congolese franc"
"Luba, Equatorial Guinea","Central African CFA franc"
"Mwene-Ditu","Congolese franc"
"Bumba, Democratic Republic of the Congo","Congolese franc"
"Gemena","Congolese franc"
"San Antonio de Palé","Central African CFA franc"
"Acalayong","Central African CFA franc"
"Ubundu","Congolese franc"
"Ikela","Congolese franc"
"Lékoni, Gabon","Central African CFA franc"
"Kipushi","Congolese franc"
"Mounana","Central African CFA franc"
"Bidjabidjan","Central African CFA franc"
"Idiofa","Congolese franc"
"Kimpese","Congolese franc"
"Mengomeyén","Central African CFA franc"
"Nkimi","Central African CFA franc"
"Sakania","Congolese franc"
"Gamboma","Central African CFA franc"
"Monto Bello","Central African CFA franc"
"Mulenge","Congolese franc"
"Numbi (town)","Congolese franc"
"Copenhagen","Danish krone"
"Qaanaaq","Danish krone"
"Aileu","East Timor centavo coins"
"Pante Macassar","East Timor centavo coins"
"Ainaro","East Timor centavo coins"
"Dili","East Timor centavo coins"
"Djibouti City","Djiboutian franc"
"Roseau","Eastern Caribbean dollar"
"Santiago de los Caballeros","Dominican peso"
"Santo Domingo","Dominican peso"
"Higüey","Dominican peso"
"Puerto Plata, Dominican Republic","Dominican peso"
"Dajabón","Dominican peso"
"Obock","Djiboutian franc"
"San Pedro de Macorís","Dominican peso"
"Manatuto","East Timor centavo coins"
"Bohechío","Dominican peso"
"Tadjoura","Djiboutian franc"
"Ali Sabieh","Djiboutian franc"
"Cotuí","Dominican peso"
"Bonao","Dominican peso"
"Moca, Dominican Republic","Dominican peso"
"Barahona, Dominican Republic","Dominican peso"
"Piedra Blanca","Dominican peso"
"La Romana, Dominican Republic","Dominican peso"
"Bisonó","Dominican peso"
"Baucau","East Timor centavo coins"
"Same, East Timor","East Timor centavo coins"
"Same, Timor-Leste","East Timor centavo coins"
"Ermera","East Timor centavo coins"
"Gleno","East Timor centavo coins"
"Pimentel, Dominican Republic","Dominican peso"
"San Francisco de Macorís","Dominican peso"
"Arta, Djibouti","Djiboutian franc"
"Dikhil","Djiboutian franc"
"Portsmouth, Dominica","Eastern Caribbean dollar"
"Paradero","Dominican peso"
"Aileu","Timor-Leste centavo coins"
"Pante Macassar","Timor-Leste centavo coins"
"Ainaro","Timor-Leste centavo coins"
"Basseterre","Eastern Caribbean dollar"
"Castries","Eastern Caribbean dollar"
"Dili","Timor-Leste centavo coins"
"Gouyave","Eastern Caribbean dollar"
"Kingstown","Eastern Caribbean dollar"
"St. George's, Grenada","Eastern Caribbean dollar"
"Grenville, Grenada","Eastern Caribbean dollar"
"Manatuto","Timor-Leste centavo coins"
"Layou","Eastern Caribbean dollar"
"Baucau","Timor-Leste centavo coins"
"Same, East Timor","Timor-Leste centavo coins"
"Same, Timor-Leste","Timor-Leste centavo coins"
"Ermera","Timor-Leste centavo coins"
"Gleno","Timor-Leste centavo coins"
"Maliana","East Timor centavo coins"
"Maliana","Timor-Leste centavo coins"
"Sauteurs","Eastern Caribbean dollar"
"Arnos Vale, Saint Vincent and the Grenadines","Eastern Caribbean dollar"
"Liquiçá","East Timor centavo coins"
"Liquiçá","Timor-Leste centavo coins"
"Hillsborough, Carriacou","Eastern Caribbean dollar"
"Viqueque","East Timor centavo coins"
"Viqueque","Timor-Leste centavo coins"
"Lospalos","East Timor centavo coins"
"Lospalos","Timor-Leste centavo coins"
"Sankt Pölten","Euro"
"Steyr","Euro"
"Eggenberg (Graz)","Euro"
"Liebenau (Graz)","Euro"
"Mariatrost","Euro"
"Puntigam","Euro"
"Laakirchen","Euro"
"Andorra la Vella","Euro"
"Bregenz","Euro"
"Innsbruck","Euro"
"Vienna","Euro"
"Ries (Graz)","Euro"
"Braunau am Inn","Euro"
"Hall in Tirol","Euro"
"Rust, Burgenland","Euro"
"Salzburg","Euro"
"Feldkirch, Vorarlberg","Euro"
"Wels","Euro"
"Eisenstadt","Euro"
"Graz","Euro"
"Lienz","Euro"
"Linz","Euro"
"Waidhofen an der Ybbs","Euro"
"Wiener Neustadt","Euro"
"Klagenfurt am Wörthersee","Euro"
"Villach","Euro"
"Amstetten, Lower Austria","Euro"
"Dornbirn","Euro"
"Weitra","Euro"
"Feistritz an der Gail","Euro"
"Innere Stadt (Graz)","Euro"
"Lend (Graz)","Euro"
"Andritz (Graz)","Euro"
"Krems an der Donau","Euro"
"Jakomini","Euro"
"Straßgang","Euro"
"St. Peter (Graz)","Euro"
"Altenstadt (Feldkirch)","Euro"
"Wetzelsdorf","Euro"
"Gries (Graz)","Euro"
"Antwerp","Euro"
"Athus","Euro"
"Waltendorf","Euro"
"Tosters, Austria","Euro"
"Geidorf","Euro"
"St. Leonhard (Graz)","Euro"
"St. Leonhard, Graz","Euro"
"Gösting","Euro"
"Louvain-la-Neuve","Euro"
"Prelog, Croatia","Euro"
"Sesvete","Euro"
"Virovitica","Euro"
"Gornji Grad, Osijek","Euro"
"Dubrovnik","Euro"
"Osijek","Euro"
"Rijeka","Euro"
"Split, Croatia","Euro"
"Zagreb","Euro"
"Knin","Euro"
"Požega, Croatia","Euro"
"Samobor","Euro"
"Jadrija","Euro"
"Bjelovar","Euro"
"Karlovac","Euro"
"Koprivnica","Euro"
"Križevci","Euro"
"Poreč","Euro"
"Pula","Euro"
"Rovinj","Euro"
"Slavonski Brod","Euro"
"Varaždin","Euro"
"Vukovar","Euro"
"Zadar","Euro"
"Šibenik","Euro"
"Ludbreg","Euro"
"Vinkovci","Euro"
"Sisak","Euro"
"Jug Sport Hall","Euro"
"Jug II","Euro"
"Velika Gorica","Euro"
"Brezovica, Zagreb","Euro"
"Golinci","Euro"
"Lepoglava","Euro"
"Novi grad, Osijek","Euro"
"Retfala","Euro"
"Čakovec","Euro"
"North Nicosia","Euro"
"Limassol","Euro"
"Famagusta","Euro"
"Paphos","Euro"
"Kyrenia","Euro"
"Protaras","Euro"
"Donji grad, Osijek","Euro"
"Industrijska četvrt","Euro"
"Zula","Eritrean nakfa"
"Tallinn","Euro"
"Beilul","Eritrean nakfa"
"Keren, Eritrea","Eritrean nakfa"
"Sääre, Hiiu County","Euro"
"Asmara","Eritrean nakfa"
"Pärnu","Euro"
"Tartu","Euro"
"Edd, Eritrea","Eritrean nakfa"
"Agordat","Eritrean nakfa"
"Teseney","Eritrean nakfa"
"Barentu, Eritrea","Eritrean nakfa"
"Ghinda","Eritrean nakfa"
"Senafe","Eritrean nakfa"
"Nefasit","Eritrean nakfa"
"Nakfa, Eritrea","Eritrean nakfa"
"Massawa","Eritrean nakfa"
"Assab","Eritrean nakfa"
"Dekemhare","Eritrean nakfa"
"Mendefera","Eritrean nakfa"
"Larnaca","Euro"
"Adi Keyh","Eritrean nakfa"
"Adi Quala","Eritrean nakfa"
"Tremithus","Euro"
"Tremetousia","Euro"
"Kohtla-Järve","Euro"
"Narva","Euro"
"Arba Minch","Ethiopian birr"
"Metehara","Ethiopian birr"
"Soqota","Ethiopian birr"
"Welkite","Ethiopian birr"
"Addis Ketema","Ethiopian birr"
"Wacca, Ethiopia","Ethiopian birr"
"Asosa","Ethiopian birr"
"Finote Selam","Ethiopian birr"
"Butajira","Ethiopian birr"
"Chencha","Ethiopian birr"
"Dengel Ber","Ethiopian birr"
"Dodola, Oromia","Ethiopian birr"
"Were Ilu","Ethiopian birr"
"Wereta","Ethiopian birr"
"Koye Feche","Ethiopian birr"
"Addis Ababa","Ethiopian birr"
"Axum","Ethiopian birr"
"Bekoji","Ethiopian birr"
"Jijiga","Ethiopian birr"
"Dire Dawa","Ethiopian birr"
"Debre Tabor","Ethiopian birr"
"Hawassa","Ethiopian birr"
"Mekane Selam","Ethiopian birr"
"Bonga","Ethiopian birr"
"Debre Markos","Ethiopian birr"
"Wukro","Ethiopian birr"
"Hart Sheik","Ethiopian birr"
"Bako, Oromia","Ethiopian birr"
"Sawla","Ethiopian birr"
"Sela Dingay","Ethiopian birr"
"Sendafa","Ethiopian birr"
"Shakiso","Ethiopian birr"
"Shambu","Ethiopian birr"
"Burayu","Ethiopian birr"
"Mersa","Ethiopian birr"
"Agaro","Ethiopian birr"
"Mekelle","Ethiopian birr"
"Bahir Dar","Ethiopian birr"
"Asella","Ethiopian birr"
"Adigrat","Ethiopian birr"
"Robe, Arsi","Ethiopian birr"
"Sagure","Ethiopian birr"
"Wondo Genet","Ethiopian birr"
"Worabe","Ethiopian birr"
"Gullele","Ethiopian birr"
"Kirkos","Ethiopian birr"
"Kolfe Keranio","Ethiopian birr"
"Lideta","Ethiopian birr"
"Arada (district of Addis Ababa)","Ethiopian birr"
"Debarq","Ethiopian birr"
"Mekane Berhan","Ethiopian birr"
"Sodo","Ethiopian birr"
"Shashamane","Ethiopian birr"
"Kofele","Ethiopian birr"
"Awash, Ethiopia","Ethiopian birr"
"Babile (town)","Ethiopian birr"
"Bale Robe","Ethiopian birr"
"Dilla, Ethiopia","Ethiopian birr"
"Jimma","Ethiopian birr"
"Irgalem","Ethiopian birr"
"Negele Borana","Ethiopian birr"
"Daleti","Ethiopian birr"
"Merawi, Ethiopia","Ethiopian birr"
"Bole (district of Addis Ababa)","Ethiopian birr"
"Adama","Ethiopian birr"
"Batu (town)","Ethiopian birr"
"Kombolcha","Ethiopian birr"
"Bishoftu","Ethiopian birr"
"Goba","Ethiopian birr"
"Shire Inda Slasse","Ethiopian birr"
"Shire, Ethiopia","Ethiopian birr"
"Amba Mariam","Ethiopian birr"
"Chagni","Ethiopian birr"
"Wuchale","Ethiopian birr"
"Bule Hora (town)","Ethiopian birr"
"Gatama","Ethiopian birr"
"Gerba Guracha","Ethiopian birr"
"Ginir","Ethiopian birr"
"Humera","Ethiopian birr"
"Huruta","Ethiopian birr"
"Metu, Ethiopia","Ethiopian birr"
"Endibir","Ethiopian birr"
"Bale Hawassa","Ethiopian birr"
"Gesuba","Ethiopian birr"
"Gununo","Ethiopian birr"
"Laga Xafo Laga Dadhi","Ethiopian birr"
"Shanto (Wolaita)","Ethiopian birr"
"Shanto, Wolaita","Ethiopian birr"
"Tebela","Ethiopian birr"
"Ankober","Ethiopian birr"
"Metemma","Ethiopian birr"
"Abomsa","Ethiopian birr"
"Adet","Ethiopian birr"
"Aleta Wendo","Ethiopian birr"
"Aliyu Amba","Ethiopian birr"
"Fiche, Ethiopia","Ethiopian birr"
"Halaba Kulito","Ethiopian birr"
"Haramaya","Ethiopian birr"
"Hayq, Ethiopia","Ethiopian birr"
"Sebeta Hawas (town)","Ethiopian birr"
"Bati, Ethiopia","Ethiopian birr"
"Bedele","Ethiopian birr"
"Bichena","Ethiopian birr"
"Bolo, Ethiopia","Ethiopian birr"
"Dimtu","Ethiopian birr"
"Emfraz","Ethiopian birr"
"Nejo","Ethiopian birr"
"Dangila","Ethiopian birr"
"Bombe (Wolaita)","Ethiopian birr"
"Bombe, Wolaita","Ethiopian birr"
"Chiro (town)","Ethiopian birr"
"Dessie","Ethiopian birr"
"Gambela (city)","Ethiopian birr"
"Holeta","Ethiopian birr"
"Debre Birhan","Ethiopian birr"
"Degehabur","Ethiopian birr"
"Hosaena","Ethiopian birr"
"Sabata (town)","Ethiopian birr"
"Semera","Ethiopian birr"
"Areka","Ethiopian birr"
"Helsinki","Euro"
"Imatra","Euro"
"Joensuu","Euro"
"Espoo","Euro"
"Mariehamn","Euro"
"Oulu","Euro"
"Seinäjoki","Euro"
"Turku","Euro"
"Jyväskylä","Euro"
"Kotka","Euro"
"Kouvola","Euro"
"Kuopio","Euro"
"Lahti","Euro"
"Lappeenranta","Euro"
"Lohja","Euro"
"Orimattila","Euro"
"Rovaniemi","Euro"
"Savonlinna","Euro"
"Tampere","Euro"
"Vantaa","Euro"
"Aware (town)","Ethiopian birr"
"Bedessa (Wolaita)","Ethiopian birr"
"Bedessa, Wolaita","Ethiopian birr"
"Togo Wuchale","Ethiopian birr"
"Harar","Ethiopian birr"
"Raaso","Ethiopian birr"
"Dembidolo","Ethiopian birr"
"Jinka","Ethiopian birr"
"Karakore","Ethiopian birr"
"Kele, Ethiopia","Ethiopian birr"
"Kemise","Ethiopian birr"
"Kobo, Ethiopia","Ethiopian birr"
"Majete","Ethiopian birr"
"Dembecha","Ethiopian birr"
"Akaky Kaliti","Ethiopian birr"
"Gondar","Ethiopian birr"
"Kebri Dahar","Ethiopian birr"
"Gode","Ethiopian birr"
"Ambo, Ethiopia","Ethiopian birr"
"Boditi","Ethiopian birr"
"Awbare","Ethiopian birr"
"Gimbi","Ethiopian birr"
"Moyale","Ethiopian birr"
"Turmi","Ethiopian birr"
"Tenta","Ethiopian birr"
"Bure (Gojjam), Ethiopia","Ethiopian birr"
"Funyan Bira","Ethiopian birr"
"Yeka","Ethiopian birr"
"Nefas Mewcha","Ethiopian birr"
"Waliso","Ethiopian birr"
"Nekemte","Ethiopian birr"
"Arboye","Ethiopian birr"
"Begi (town)","Ethiopian birr"
"Tepi, Ethiopia","Ethiopian birr"
"Mega, Ethiopia","Ethiopian birr"
"Meki","Ethiopian birr"
"Mendi, Oromia","Ethiopian birr"
"Meraro","Ethiopian birr"
"Mieso","Ethiopian birr"
"Mizan Teferi","Ethiopian birr"
"Mota, Ethiopia","Ethiopian birr"
"Nifas Silk-Lafto","Ethiopian birr"
"Arabi, Ethiopia","Ethiopian birr"
"Weldiya","Ethiopian birr"
"Hyvinkää","Euro"
"Naantali","Euro"
"Porvoo","Euro"
"Salo, Finland","Euro"
"Vaasa","Euro"
"Lieto","Euro"
"Hämeenlinna","Euro"
"Järvenpää","Euro"
"Mikkeli","Euro"
"Pori","Euro"
"Parkano","Euro"
"Ikaalinen","Euro"
"Vitry-sur-Seine","Euro"
"Hakunila","Euro"
"Luhtaanmäki","Euro"
"Colombes","Euro"
"Nanterre","Euro"
"Asnières-sur-Seine","Euro"
"Aulnay-sous-Bois","Euro"
"Avignon","Euro"
"Béziers","Euro"
"Calais","Euro"
"Cayenne","Euro"
"Chambéry","Euro"
"Courbevoie","Euro"
"Poitiers","Euro"
"Rueil-Malmaison","Euro"
"Tourcoing","Euro"
"Angers","Euro"
"Papeete","Euro"
"Tremblay-en-France","Euro"
